0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0.512309
8	270.95
9	629.923
10	346.16
11	204.938
12	137.359
13	135.391
14	157.387
15	203.773
16	237.572
17	257.368
18	242.809
19	202.566
20	170.127
21	164.938
22	173.534
23	184.86
24	192.556
25	195.26
26	183.574
27	173.003
28	162.788
29	153.578
30	158.163
31	159.968
32	158.281
33	154.893
34	149.208
35	150.177
36	139.356
37	132.739
38	135.131
39	131.668
40	131.411
41	126.962
42	123.361
43	121.15
44	114.155
45	113.522
46	109.392
47	108.834
48	103.102
49	103.718
50	97.7739
51	96.2067
52	94.2936
53	90.0695
54	85.3353
55	85.9711
56	80.8613
57	79.5651
58	77.8377
59	73.8154
60	71.965
61	70.5701
62	65.9167
63	64.3453
64	60.5253
65	60.7698
66	56.914
67	54.8553
68	53.8691
69	50.5956
70	48.3201
71	45.678
72	44.1527
73	42.3301
74	40.1433
75	38.2322
76	36.5306
77	33.9322
78	32.2661
79	30.8053
80	28.9143
81	27.2918
82	25.5839
83	23.8829
84	22.5655
85	20.8712
86	19.4164
87	18.1809
88	16.9013
89	15.2957
90	14.2838
91	13.342
92	11.8567
93	10.8512
94	9.53792
95	8.96179
96	7.97547
97	7.22095
98	6.44367
99	5.84474
