0	0
1	0
2	0
3	0
4	217.878
5	1581.98
6	978.615
7	695.522
8	679.728
9	737.06
10	772.033
11	726.917
12	674.738
13	645.348
14	654.559
15	658.213
16	635.777
17	597.194
18	593.137
19	588.9
20	585.675
21	557.588
22	538.426
23	530.059
24	514.612
25	499.466
26	481.605
27	465.432
28	454.821
29	442.4
30	422.926
31	410.326
32	391.589
33	391.131
34	362.854
35	354.022
36	343.273
37	321.15
38	314.96
39	304.305
40	287.566
41	278.357
42	260.593
43	260.947
44	243.801
45	229.141
46	216.75
47	215.868
48	206.856
49	192.976
50	182.157
51	174.151
52	169.315
53	158.107
54	151.819
55	144.744
56	140.147
57	129.244
58	126.986
59	119.239
60	113.179
61	105.58
62	102.933
63	95.9597
64	91.553
65	84.4613
66	78.9012
67	77.2383
68	71.2538
69	65.5864
70	62.8145
71	59.0933
72	55.171
73	51.9206
74	47.0663
75	45.1715
76	41.8823
77	38.7472
78	34.3811
79	34.5871
80	31.2369
81	28.2092
82	25.9877
83	24.6972
84	22.6226
85	20.7463
86	19.0248
87	17.7325
88	16.8176
89	14.8635
90	13.6577
91	11.9579
92	11.3228
93	10.6477
94	9.35794
95	8.70826
96	7.80605
97	7.2624
98	6.78969
99	5.7478
