0	0
1	0
2	0
3	0
4	0
5	379.969
6	1044.26
7	663.38
8	474.541
9	438.886
10	454.212
11	527.357
12	528.862
13	509.868
14	457.783
15	456.575
16	442.359
17	459.055
18	460.932
19	438.102
20	411.143
21	415.601
22	400.731
23	399.734
24	397.169
25	371.28
26	370.321
27	356.678
28	352.788
29	347.11
30	329.529
31	324.294
32	321.227
33	307.376
34	294.586
35	288.586
36	282.17
37	271.349
38	265.079
39	252.766
40	247.487
41	236.131
42	230.24
43	223.113
44	216.007
45	206.509
46	198.089
47	188.795
48	185.894
49	174.822
50	169.44
51	160.06
52	152.074
53	145.781
54	144.07
55	134.045
56	126.037
57	120.74
58	114.718
59	108.09
60	104.775
61	97.1709
62	92.8419
63	86.6167
64	81.5801
65	77.8798
66	75.201
67	69.0912
68	65.1851
69	61.0099
70	56.5793
71	53.8966
72	50.9058
73	47.7337
74	43.3332
75	40.9628
76	38.7428
77	34.9863
78	33.4276
79	30.7506
80	27.9752
81	25.8871
82	24.7715
83	22.3827
84	21.5525
85	18.9079
86	16.6688
87	16.0158
88	14.9573
89	13.3659
90	12.1609
91	11.42
92	10.0062
93	9.09361
94	8.18564
95	7.3401
96	6.69603
97	5.83423
98	5.41077
99	4.79541
