0	0
1	0
2	0
3	0
4	0
5	373.639
6	1023.12
7	661.127
8	454.638
9	413.13
10	472.527
11	514.002
12	519.16
13	481.738
14	463.281
15	430.648
16	449.834
17	441.805
18	432.027
19	418.41
20	408.842
21	409.691
22	387.05
23	384.927
24	383.413
25	365.846
26	361.621
27	343.965
28	343.602
29	337.204
30	325.625
31	314.049
32	305.237
33	293.611
34	283.751
35	280.488
36	278.89
37	261.19
38	250.921
39	244.015
40	234.393
41	227.292
42	224.836
43	216.068
44	204.233
45	194.913
46	190.623
47	184.009
48	177.516
49	167.829
50	162.6
51	153.96
52	148.226
53	143.969
54	135.807
55	131.665
56	123.407
57	118.729
58	114.051
59	108.503
60	101.859
61	97.3413
62	92.8007
63	87.6425
64	84.642
65	78.5786
66	72.7075
67	69.1495
68	65.8523
69	64.1016
70	57.3324
71	54.533
72	52.2112
73	48.9299
74	45.8595
75	43.6189
76	39.9594
77	37.3396
78	35.3215
79	32.476
80	29.5998
81	28.209
82	26.4302
83	24.7377
84	21.9869
85	20.3989
86	19.076
87	17.7215
88	16.0698
89	14.2917
90	13.3437
91	12.5173
92	11.4786
93	10.5351
94	9.47039
95	8.42495
96	7.67697
97	6.97266
98	6.75126
99	5.80524
