0	0
1	0
2	0
3	0
4	0
5	319.659
6	970.691
7	671.231
8	512.223
9	395.29
10	450.55
11	469.472
12	496.651
13	462.104
14	437.609
15	416.292
16	428.592
17	411.613
18	418.2
19	405.017
20	386.45
21	386.699
22	368.225
23	368.53
24	362.074
25	352.303
26	345.629
27	331.434
28	322.9
29	314.106
30	303.14
31	302.678
32	298.707
33	281.417
34	276.202
35	270.553
36	263.02
37	261.756
38	242.042
39	241.035
40	231.224
41	224.925
42	218.469
43	211.215
44	202.001
45	199.124
46	188.872
47	185.848
48	175.924
49	170.819
50	164.472
51	157.244
52	151.81
53	146.825
54	137.994
55	134.024
56	128.27
57	121.894
58	116.331
59	110.401
60	106.115
61	100.862
62	94.196
63	89.5526
64	86.3629
65	83.3896
66	75.5655
67	72.7036
68	68.5076
69	64.685
70	62.1818
71	56.9628
72	52.8371
73	49.8382
74	48.6191
75	43.7974
76	42.2075
77	38.5138
78	35.5501
79	34.7161
80	30.9428
81	29.4256
82	26.4072
83	24.7115
84	22.9257
85	21.6122
86	20.2529
87	18.1208
88	16.6336
89	14.9435
90	13.6253
91	12.457
92	11.8212
93	10.2947
94	9.57305
95	8.67317
96	7.62945
97	7.08542
98	6.38236
99	5.74185
