0	0
1	0
2	0
3	0
4	0
5	390.106
6	1010.79
7	632.607
8	514.986
9	448.519
10	475.163
11	509.574
12	528.966
13	492.811
14	470.364
15	453.195
16	460.933
17	467.558
18	446.514
19	434.762
20	417.478
21	410.597
22	417.726
23	399.572
24	389.078
25	384.549
26	372.889
27	361.212
28	356.205
29	345.624
30	335.969
31	333.804
32	317.037
33	313.098
34	301.637
35	300.542
36	279.794
37	274.637
38	271.221
39	255.978
40	252.423
41	238.662
42	227.195
43	222.45
44	215.175
45	208.828
46	196.485
47	188.463
48	182.305
49	177.032
50	167.036
51	157.911
52	152.259
53	146.917
54	139.028
55	132.174
56	124.849
57	119.239
58	112.329
59	109.271
60	103.758
61	95.8115
62	92.8601
63	85.3651
64	82.5581
65	78.8069
66	71.7134
67	68.9802
68	64.7865
69	61.1494
70	56.7577
71	53.5335
72	50.4663
73	46.7389
74	43.987
75	40.1518
76	38.4695
77	35.0353
78	32.9604
79	28.9657
80	28.2835
81	25.8724
82	23.5895
83	22.3659
84	19.6021
85	18.2005
86	17.0095
87	16.1258
88	14.1043
89	12.9342
90	11.7858
91	10.8816
92	10.0457
93	8.79139
94	7.8055
95	7.09342
96	6.52624
97	6.33064
98	5.34161
99	5.00447
