0	0
1	0
2	0
3	5.3618e+30
4	4.44408e+30
5	2.87087e+30
6	3.20018e+30
7	3.17213e+30
8	2.7333e+30
9	2.64213e+30
10	2.39602e+30
11	2.28883e+30
12	2.10026e+30
13	1.92263e+30
14	1.81589e+30
15	1.70583e+30
16	1.55689e+30
17	1.45755e+30
18	1.39651e+30
19	1.29657e+30
20	1.25256e+30
21	1.18953e+30
22	1.14401e+30
23	1.09917e+30
24	1.07116e+30
25	1.04818e+30
26	1.01011e+30
27	9.96107e+29
28	9.7293e+29
29	9.45856e+29
30	9.27372e+29
31	8.966e+29
32	8.76173e+29
33	8.23604e+29
34	8.14735e+29
35	7.73889e+29
36	7.42083e+29
37	7.09875e+29
38	6.74666e+29
39	6.3502e+29
40	6.0844e+29
41	5.66474e+29
42	5.30243e+29
43	4.98179e+29
44	4.5944e+29
45	4.24491e+29
46	3.85325e+29
47	3.5418e+29
48	3.19385e+29
49	2.88265e+29
50	2.57651e+29
51	2.2803e+29
52	2.0675e+29
53	1.77348e+29
54	1.55332e+29
55	1.36452e+29
56	1.15694e+29
57	9.81552e+28
58	8.33914e+28
59	6.8968e+28
60	5.67699e+28
61	4.68785e+28
62	3.96064e+28
63	3.11087e+28
64	2.58534e+28
65	2.05495e+28
66	1.67541e+28
67	1.28927e+28
68	1.0043e+28
69	7.51047e+27
70	5.54219e+27
71	4.10707e+27
72	3.21607e+27
73	2.33932e+27
74	1.65019e+27
75	1.23217e+27
76	6.67584e+26
77	4.85036e+26
78	3.918e+26
79	1.79526e+26
80	1.76079e+26
81	7.47238e+25
82	2.09564e+25
83	0
84	9.84331e+24
85	3.88403e+25
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
