0	0
1	0
2	0
3	0
4	0
5	314.149
6	939.71
7	664.405
8	475.756
9	429.114
10	434.591
11	460.459
12	493.343
13	456.717
14	446.764
15	426.671
16	400.724
17	428.525
18	417.687
19	397.732
20	385.691
21	386.709
22	372.69
23	369.597
24	362.194
25	349.523
26	341.377
27	330.698
28	330.253
29	317.034
30	305.536
31	299.714
32	296.974
33	283.516
34	277.973
35	270.389
36	261.391
37	255.881
38	246.412
39	235.156
40	232.942
41	223.636
42	216.084
43	206.556
44	198.629
45	197.055
46	190.932
47	180.08
48	176.113
49	162.392
50	161.572
51	151.835
52	149.126
53	139.053
54	135.575
55	128.848
56	120.819
57	119.952
58	113.086
59	109.439
60	101.995
61	95.3829
62	92.8774
63	88.3538
64	85.8178
65	80.5276
66	76.162
67	72.4454
68	68.8222
69	65.4012
70	60.4904
71	57.7312
72	54.6759
73	50.6612
74	49.3193
75	45.5573
76	43.8519
77	39.3749
78	36.6962
79	35.0433
80	32.3974
81	31.4466
82	28.257
83	26.1228
84	24.8191
85	22.4381
86	20.8128
87	19.8552
88	18.0052
89	16.4501
90	14.6666
91	13.5282
92	12.038
93	11.3483
94	10.5122
95	9.28858
96	8.22473
97	7.3678
98	6.97811
99	5.95899
