1e-15	1.86839e-18
6e-15	1.10099e-18
1.1e-14	5.93851e-19
1.6e-14	5.68925e-19
2.1e-14	5.94207e-19
2.6e-14	8.01735e-19
3.1e-14	6.37267e-19
3.6e-14	7.69533e-19
4.1e-14	3.71016e-06
4.6e-14	4.86034e-09
1e-14	0
1e-14	0
1e-14	0
1e-14	0
1e-14	5.99811e-20
1e-14	6.45746e-20
1e-14	7.07427e-20
1e-14	6.56396e-20
1e-14	1.48726e-20
1e-14	1.40651e-19
1e-14	2.91503e-20
1e-14	1.06843e-20
1e-14	7.41727e-20
1e-14	3.46614e-20
1e-14	1.18613e-19
1e-14	7.41727e-20
1e-14	5.40983e-20
1e-14	7.40788e-21
1e-14	6.25239e-20
1e-14	4.48744e-20
